Tipo_Animal,Color,Hábitat,Dieta,Peso,Altura,Edad,Nombre,Fecha
Tiburón,Amarillo,Océano,Omnívoro,66.65108801,4.828654952,,256_laminA,
xnóeL,Verde,Río,Omnívoro,151.8360735,-0.57608001,77.0,Animal_653,
xorroZ,Rojo,Océano,Carnívoro,447.245707,0.190436453,58.0,Animal_654,
Tigre,luzAx,Lago,Omnívoro,486.0546838,2.773481476,32.0,Animal_655,
alaoK,Amarillo,Sabana,xorovínraC,429.8031506,,12.2683333,Animal_656,
Tiburón,Negro,Selva,xorovínraC,55.89884284,,80.0,756_laminA,
alaoK,Verdex,Lago,Carnívoro,473.766571,,67.0,Animal_658,
xBallena,Verde,Bosque,Omnívoro,212.2556556,1.382589058,20.0,Animal_659x,
xotaG,Gris,ogaL,xorovínraC,5.64583509,2.611695534,74.0,Animal_660,2021-06-23
Canguro,sirG,oíR,Carnívoro,221.9496719,1.310642081,,Animal_661,
Oveja,Marrón,Ríox,Herbívoro,23.98851567,4.316506284,56.75983354,Animal_662x,
Vaca,Amarillox,Lago,Carnívoro,272.3950827,,22.0,Animal_663,
etneipreS,xGris,otreiseD,orovínraC,,4.017935356,67.0,Animal_664x,2023-07-21
xnórubiT,Marrón,Sabana,orovíbreH,237.2440319,2.945036826,73.79515643,Animal_665,
Lobo,Azul,Desierto,Herbívoro,306.97201,3.888141694,,Animal_666,
Pingüino,Azulx,Desierto,Omnívoro,,1.730097634,48.0,Animal_667x,
Elefante,sirG,ogaL,Carnívoro,331.2888867,3.239737049,8.0,Animal_668,
Oveja,Amarillox,Montaña,orovínmO,,1.445404346,,Animal_669x,
Perro,Verdex,Montaña,orovínmO,409.894499,2.775884159,,Animal_670,
orreP,Blanco,Montaña,Herbívoro,452.178737,,,176_laminA,
xarbaC,Rojo,xanabaS,Omnívoro,60.76022325,2.430079956,,Animal_672,
Águila,Amarillo,Desierto,Carnívoro,,1.659058527,67.0,Animal_673,
Oso,Rojo,avleS,Herbívoro,,1.40684681,,Animal_674,
León,Negro,euqsoB,orovínraC,24.48353774,4.838226588,30.0,Animal_675,
xoboL,Azul,xañatnoM,xorovínraC,334.6048009,0.884363117,,Animal_676,
Elefante,Gris,Montaña,Herbívoroxx,432.0561379,2.933009646,,Animal_677,
xxorreP,Grisx,Río,Carnívoro,82.28842458,,,Animal_678,
Perro,Rojo,Desierto,Herbívoro,,0.19751727,,Animal_679,2021-03-13
Rinoceronte,Verde,Desierto,Carnívoro,426.844471,,48.0,Animal_680,
xolirdocoC,Rojo,xanabaS,Herbívoro,457.2558809,1.339267847,86.0,Animal_681,
Oso,Negro,Sabana,orovínmO,133.3772595,0.298390339,63.0,Animal_682xx,
xoboL,Verde,Montaña,xorovínraC,452.0725795,2.097951783,20.0,Animal_683x,
Cabra,xxorgeN,otreiseD,orovíbreH,,,62.38458306,Animal_684,
xorroZ,Blancoxx,Selva,Carnívoro,276.6166687,0.157648962,37.0,Animal_685,
Lobo,xluzA,Bosque,Carnívoro,26.20322795,2.98063989,,Animal_686,
Conejo,Gris,Lago,Carnívoro,,2.556842745,74.0,Animal_687,
xxotaG,Gris,Desierto,Herbívoro,360.4662332,,19.62418225,Animal_688,
Cabra,Blanco,Ríox,Omnívoro,222.795509,0.511608401,,986_laminA,
xxaliugÁ,nórraM,Lago,Omnívoro,128.8898953,3.439477546,,096_laminA,
xoniügniP,Azul,Desierto,Omnívoro,96.01633452,3.432537522,11.0,Animal_691x,
Elefante,Verdex,onaécO,Herbívoro,335.3067919,3.378492083,86.0,Animal_692,
xanellaB,Blanco,Sabana,xxorovínmO,,4.717439025,,Animal_693,
Canguro,Verde,Río,Herbívoro,403.1396934,,82.0,496_laminAx,2022-10-25
xorruB,Rojo,Bosque,Carnívoro,40.85158674,0.305666359,,Animal_695,
Rinoceronte,Amarillo,Montaña,Carnívoro,94.52245969,2.408305968,34.0,Animal_696,
Cabra,Gris,Río,Omnívoro,192.7427499,2.634200182,87.0,Animal_697,
Burro,Verde,Desiertox,xorovíbreH,242.9445111,,65.0,Animal_698,
Cocodrilo,Negro,Montaña,Carnívoro,,2.311549953,55.0,Animal_699,
xxorruB,Verde,Desierto,Herbívoro,161.0353703,,74.0,Animal_700,
xodreC,Amarillo,añatnoMx,orovíbreH,,2.218436109,1.0,Animal_701xx,
Gatox,Azul,Bosque,Carnívoro,321.1482609,4.898383141,38.0,Animal_702x,
Águila,Gris,Sabana,Herbívoro,12.69304473,0.534301576,9.0,Animal_703,
omatópopiH,Rojox,Bosque,xorovínraC,215.6577783,4.618931262,95.89305099,Animal_704,
afariJ,Blanco,Océanox,Carnívoro,437.6293412,,71.0,Animal_705x,2023-08-30
ergiT,Rojo,Selva,Carnívoro,151.426637,3.156337003,17.0,607_laminA,
Burro,olliramAx,Sabana,Herbívoro,48.18361604,3.038134032,99.0,Animal_707,2022-03-15
Tortuga,Gris,euqsoBx,xorovínraC,,1.866268843,52.0,807_laminA,2023-04-23
Pingüino,edreV,onaécO,Herbívoro,303.4009021,2.20906735,18.43001338,Animal_709,
Zorro,Azul,Selva,Carnívoro,,2.106640553,62.97871962,017_laminA,
Osox,xnórraM,onaécO,orovínraC,26.7317944,1.93618201,33.0,Animal_711,
Cabra,Azulx,Desierto,Omnívorox,71.10900589,4.635093676,,Animal_712,2021-05-15
nórubiT,Marrón,Lago,Omnívoro,311.6521487,4.161756467,87.0,Animal_713xx,
Tigre,orgeN,otreiseD,Omnívoro,104.7040969,,74.49653644,Animal_714,
Caballo,Azul,Montaña,Herbívoro,252.5309698,0.629804427,52.0,517_laminA,
Tortuga,Gris,Sabana,Herbívoro,,2.196560623,9.0,Animal_716xx,
Cabra,nórraM,Desierto,Carnívoro,142.5540927,0.583421146,,Animal_717,
Caballo,Blancox,Ríoxx,Carnívoro,474.2641526,3.142328942,,Animal_718,
Tigre,Gris,Océano,Carnívoro,422.0183985,,8.0,Animal_719,2023-10-23
xxCocodrilo,Blanco,anabaS,Carnívoro,,2.659628993,5.0,Animal_720,
León,luzA,Lago,xorovíbreH,39.91893934,,76.0,Animal_721xx,
Hipopótamo,Blanco,Río,Carnívoro,53.95887964,1.651322107,63.0,Animal_722x,
Tiburón,Marrónx,Desierto,Carnívoro,246.8978916,3.418234546,0.438461817,Animal_723,
Elefante,Gris,Montaña,xorovínmO,81.19596125,2.471790807,,Animal_724,
xxorugnaC,Verde,Bosque,xxorovínraC,489.1544663,4.893520481,89.0,527_laminA,
etnafelE,Amarillox,Montaña,orovínraC,80.10159678,4.383108601,82.0,Animal_726,
Koala,Marrónxxx,Río,Carnívoro,244.2464499,1.859446817,38.0,727_laminAx,
Tigre,Marrón,Selva,Herbívoro,182.6964074,-0.550649008,,Animal_728x,
Pingüino,Verdex,Desiertox,Omnívorox,320.0538243,4.243568871,46.0,Animal_729,2022-05-26
orugnaC,Grisx,Río,xxorovínraC,,4.565048121,53.0,Animal_730,2024-08-19
Jirafa,Gris,Selva,Carnívoro,216.8304836,4.121074228,26.39208264,Animal_731,
Tiburón,ojoR,Selvax,Omnívoro,138.0778114,0.726954711,,237_laminA,
anellaB,Azul,Océano,xorovínraC,443.9880108,4.989784159,67.0,Animal_733,
Cerdo,ocnalB,anabaS,Herbívoro,21.25227036,1.367062686,54.0,Animal_734,
xnóeL,luzA,Océano,Carnívoro,456.9500195,,22.66827122,Animal_735,
Lobo,Verdex,Desierto,Herbívoro,,2.225494607,26.0,Animal_736,
Canguro,luzA,Selva,Herbívoro,149.4877875,1.25486686,82.50765082,Animal_737,2024-03-20
Ballena,Verde,xogaL,xorovínraC,,4.550466918,60.0,Animal_738,
Zorro,sirG,Río,Omnívoro,,1.616459738,39.0,Animal_739,
Ballena,Blanco,euqsoB,Herbívoro,483.4659096,4.88442479,37.75743859,Animal_740x,
xollabaC,Azulx,Selvax,Omnívoro,263.929854,1.4781741,21.0,Animal_741,
Elefante,nórraM,oíR,Carnívoro,152.337232,4.771835541,41.0,Animal_742x,
xodreC,Rojox,euqsoB,xxorovínraC,34.13627138,3.575432857,26.0,xx447_laminA,
Canguro,Amarillo,onaécO,Omnívoro,494.6854075,2.707344556,63.0,Animal_745,
Canguro,Marrón,Océano,Carnívoro,20.60668063,2.441597678,,Animal_746,2021-02-25
Cerdo,sirG,Sabana,Carnívoro,327.7986545,,36.0,747_laminA,2024-03-15
Serpiente,Amarillo,Ríox,orovíbreH,221.9252279,3.55741937,24.0,Animal_748,2023-12-24
alaoK,Negrox,avleS,Carnívoro,,1.034966508,90.0,Animal_749,
ollabaC,Negro,Montaña,xCarnívoro,123.7538704,2.8089248,21.0,057_laminA,
Delfín,Blanco,Océano,xorovínraC,266.5113251,1.340902279,,157_laminA,2024-11-24
orroZ,Amarillo,Océano,Herbívoro,241.6957481,4.782544761,15.65798683,Animal_752x,
Vaca,Blanco,Sabana,xorovínmO,351.7303556,0.354286439,79.0,357_laminA,
Águila,Marrón,Bosque,Omnívoro,35.35450502,1.078668573,6.0,Animal_754,2022-03-14
xorugnaC,Verdex,Sabana,orovínraC,97.70077588,,42.48587282,Animal_755,
Tigre,Verde,ogaL,Herbívoro,,,29.65944571,657_laminA,
oboL,Verde,Selva,Carnívoro,370.3444235,1.240378185,,Animal_757,
Cabra,Amarillo,Río,xorovínmO,95.38020947,2.507610542,8.0,Animal_758,
xomatópopiH,Verde,Desierto,Herbívoro,286.1643681,4.375081064,29.0,Animal_759x,
Águila,nórraM,Desierto,Omnívoro,108.2354552,,21.0,Animal_760,
xoboL,ocnalB,Ríox,Omnívoro,430.9508501,2.941813705,81.0,167_laminA,2021-04-30
Hipopótamo,Amarillo,Bosquex,Herbívoro,471.1505418,,88.0,Animal_762,
Jirafa,ocnalB,xogaLx,Herbívoro,259.7279945,3.500561331,58.0,367_laminA,
Oveja,Amarillox,Océanox,Carnívoro,174.5977565,0.915429993,57.66571879,Animal_764x,
Conejo,Blanco,Bosque,Carnívoro,,3.953200191,50.0,Animal_765x,2021-01-31
xetneipreS,Negroxxx,onaécOx,orovínmO,25.84071976,1.325278117,31.0,Animal_766,
aliugÁ,ocnalB,Océano,Herbívoro,132.7633025,2.143538769,48.69189492,Animal_767,
xorruB,Verdex,Desierto,Herbívoro,327.4636542,1.817303991,34.0,Animal_768,
Panda,Negrox,Bosque,Carnívoro,267.2748487,4.308188182,2.0,967_laminA,
Koala,ocnalB,Lago,xorovínmO,472.0765979,0.471768527,67.0,Animal_770,
Tortuga,Amarillo,Sabana,Omnívoro,198.2661301,2.871659924,94.0,x177_laminA,
nóeL,Amarillo,Océano,Carnívoro,347.2378078,,,Animal_772,
xetnafelE,Rojo,Montaña,xorovíbreH,245.172051,,52.0,Animal_773,
Lobo,Amarillox,Montaña,xCarnívoro,256.7755317,4.534882826,7.0,Animal_774,2022-01-28
Caballo,Grisx,Sabana,Carnívoro,134.619383,2.229577504,76.0,Animal_775,
etneipreS,Marrón,Montaña,Carnívoro,228.0204376,3.137819392,17.66019255,Animal_776,
acaV,olliramA,Selva,Carnívoro,,4.644371899,90.0,Animal_777,
Tortuga,Negrox,Océanox,Herbívoro,353.5216027,2.652857804,92.0,Animal_778,
Tigre,Rojox,Sabana,xCarnívoro,470.3793596,2.489232346,15.0,977_laminA,
Tortuga,Amarillox,xeuqsoB,Herbívoro,165.3313175,2.933812603,78.0,Animal_780,
Ballena,Gris,Océano,Carnívoro,22.05803382,3.477225708,46.34126375,Animal_781,
xalaoK,Verdexx,Sabana,xorovínmO,248.6512676,,14.0,Animal_782,
Caballo,Negro,Desierto,Herbívoro,272.6862047,,,Animal_783,
afariJ,Gris,Lago,Omnívoro,85.05183501,2.233974635,,Animal_784x,
xZorro,Verdex,euqsoB,Carnívoro,380.4718385,1.567767763,93.0,587_laminA,
Tortuga,Azul,Lago,xCarnívoro,493.3101557,3.952295079,54.0,687_laminA,
xolirdocoC,Azulx,Desierto,Carnívoro,472.9415838,2.285758721,6.120240834,Animal_787,
Burro,Negro,Océanox,Herbívoro,99.35591337,0.591800726,,Animal_788,
Jirafa,Blanco,Bosque,Omnívoro,437.8062567,4.704805052,20.13065943,x987_laminA,
Conejo,Marrón,Lago,Herbívoro,352.5423246,6.363249909,92.0,Animal_790x,2021-04-27
xxorruB,Rojox,añatnoM,Herbívoro,227.4694353,4.449992196,78.0,197_laminA,
nóeL,Marrón,Lago,Carnívoro,270.7648862,5.860480128,78.0,297_laminA,2022-08-16
etnafelE,Grisx,Sabana,Omnívoro,424.9504873,,,Animal_793,
Ballenax,edreV,Océano,Carnívoro,240.5873349,0.110490505,77.0,Animal_794,
xarbaC,Marrón,avleSxx,xorovíbreH,187.2304772,1.963181715,91.0,x597_laminA,
Oso,Verde,Lago,Carnívoro,247.130499,4.110858642,61.47217924,Animal_796,2020-04-18
Oso,Verdexxx,euqsoB,xorovínmO,290.6436639,0.84509327,,Animal_797,
Pingüino,Grisx,Bosquex,Carnívoro,,3.047587681,45.0,Animal_798,
Panda,sirG,Río,xorovínmO,450.5529574,,61.0,Animal_799,
Lobo,xsirG,Lago,orovínmO,337.4192875,1.064496138,56.0,008_laminA,
xomatópopiH,Marrón,Océano,Carnívoro,317.0011898,4.531922244,2.0,Animal_801,2020-06-30
Cocodrilo,Azul,Océano,xxorovíbreH,,2.565818892,45.0,Animal_802x,
xBurro,sirG,Desierto,Carnívoro,,,40.46950248,Animal_803xx,
Lobox,Rojo,Río,Herbívoro,61.35937046,4.987817354,24.0,408_laminA,2022-09-17
Canguro,nórraM,Lago,Herbívoro,40.18251638,2.518151784,29.0,Animal_805,
Cabra,sirG,Montaña,Carnívoro,,0.974151434,66.57578704,Animal_806,
Cebra,Amarillo,Desierto,orovíbreH,201.9899815,,,Animal_807,
xafariJ,Verde,Ríox,Herbívoro,294.8163248,4.088682004,,Animal_808x,
xojenoC,Rojo,Lago,Carnívoro,,,84.0,908_laminA,
Zorro,sirG,Lago,xxorovínraC,216.0605484,,54.0,Animal_810,
Rinoceronte,Negrox,Desierto,Carnívoro,88.21857081,,,Animal_811,
olirdocoC,Verde,Montaña,Herbívoro,493.5629429,1.345667362,79.0,218_laminA,
xomatópopiH,xedreV,Río,xorovínmO,,,48.95270935,Animal_813,
Pingüino,sirGxx,Lagox,Herbívoro,344.0309936,2.726378679,32.0,Animal_814,
xacaV,Azul,Lago,Omnívoro,,1.051348213,,Animal_815,
Burro,Blanco,Río,Carnívoro,48.27471847,0.739232619,42.0,Animal_816,2020-09-23
Gato,Azul,Selva,Omnívoro,487.9595605,,1.0,Animal_817,
León,sirG,Desiertox,Carnívoro,143.8432587,4.354787422,63.0,Animal_818,2020-05-15
arbaC,Verde,Desierto,orovínraC,212.242894,4.476857121,34.69657437,Animal_819,
León,Rojox,Bosque,Omnívoro,323.8101194,4.443244285,51.0,Animal_820x,
Cebra,Negro,Montaña,Carnívoro,13.32395155,2.754265438,,Animal_821,
xaliugÁ,Rojo,Sabana,xxorovínmO,,,45.0,228_laminA,
Rinoceronte,ojoR,Selva,orovínraC,268.7525168,2.772277975,77.0,Animal_823x,
Koala,xedreV,Río,Herbívoro,139.8303763,0.350911111,65.0,Animal_824,
Zorro,Azul,Río,Herbívorox,31.74238466,3.752965118,,528_laminA,
xorreP,Negrox,Río,Carnívoro,80.64316648,2.576126963,91.19356033,Animal_826,
Delfín,Marrón,Selvax,Carnívoro,447.6218956,,3.0,Animal_827,
xetneipreS,Amarillo,Lago,orovínmO,343.3260877,2.562935044,24.0,Animal_828,
orugnaC,Verde,Río,Herbívoro,125.7009591,2.509875479,65.0,928_laminA,
Jirafa,Gris,Ríoxx,Omnívoro,,-0.097573854,,Animal_830x,
Caballo,Marrón,Montañax,Carnívoro,345.6170409,1.465697204,,Animal_831x,
xorroZ,Amarillo,Océano,Carnívoro,286.6314553,1.547016761,13.0,Animal_832,
xergiT,Gris,Océano,orovínmO,202.8552427,1.058764849,70.50580448,Animal_833,
Tigre,Rojo,Bosque,Carnívoro,,4.867589164,,Animal_834,
Cebra,ocnalB,euqsoB,Herbívoro,108.9657921,0.850255884,10.0,Animal_835,
ajevO,Gris,Ríox,Omnívoro,,1.268525009,40.0,Animal_836,
Águila,Negrox,Montaña,Herbívoro,485.3633459,2.993889323,23.0,Animal_837x,
xarbaC,Negro,Río,Herbívoro,88.68190767,1.492287054,99.0,x838_laminA,
Lobo,ocnalB,Bosque,Herbívoroxx,298.9611934,1.846847377,,Animal_839,2022-08-22
nífleD,Marrónx,Selva,orovínmO,212.6683428,3.989215386,63.0,Animal_840,
afariJ,Amarillo,Selva,Carnívoro,,3.947494053,71.0,Animal_841,
Vaca,Gris,Lago,Herbívoro,,1.262856751,42.0,Animal_842,
xolirdocoC,Negro,Sabana,Herbívoro,412.742303,1.514464883,99.0,Animal_843,
Burro,Marrón,Océano,Herbívoro,,4.696140541,66.29469836,Animal_844,
xaliugÁ,ocnalB,añatnoM,Carnívoro,,,79.0,Animal_845,
Jirafa,Azul,otreiseD,xorovínraC,153.0756955,3.519205462,73.0,x648_laminA,
Cerdo,Verde,Océanox,orovínmO,91.72242437,0.502942785,47.0,748_laminA,
etnafelE,Azul,otreiseD,Carnívoro,43.86928371,,,Animal_848,
Zorro,Azul,Sabana,orovínmO,357.3454513,2.840579173,,Animal_849x,
Zorro,Negro,Sabana,orovínmO,100.5569414,-0.864379364,18.0,Animal_850,
oniügniP,Rojo,Río,orovínmO,345.570676,2.296310252,79.0,158_laminA,2020-05-28
Oveja,Rojo,Bosque,Omnívoro,195.7978466,3.0450268,,258_laminA,
Cerdo,ocnalB,Sabana,Omnívoro,206.930268,1.704145733,,Animal_853,
orruB,Gris,Sabana,xorovíbreH,235.1195706,3.926629613,,Animal_854,
Serpiente,Rojo,Desiertox,Carnívoro,184.4865456,5.629274012,,Animal_855xx,
Oveja,Azul,Bosquex,orovíbreH,51.20936863,1.6856864,23.0,658_laminAx,
Rinoceronte,Rojox,anabaSx,Omnívoro,155.5062732,4.209420057,21.0,xAnimal_857,
xarbaC,Azul,Océanox,orovínraC,331.3925128,,64.0,Animal_858,
Hipopótamo,Amarillo,Lago,Herbívoro,333.2264163,4.204872583,90.0,Animal_859,
Jirafa,orgeN,Sabana,orovíbreH,,,72.0,Animal_860,
Perro,Negro,Lago,orovínmO,230.5912107,,94.0,Animal_861,2023-08-21
Elefante,Gris,Bosque,xorovíbreH,,,34.0,Animal_862x,
Zorro,ojoR,Río,Herbívoro,105.9756687,2.412493092,,Animal_863,
Oveja,Rojo,Montaña,Herbívoro,,4.548663942,69.0,Animal_864,
Cerdo,Verde,Bosque,orovíbreH,448.4765284,1.879627061,31.0,Animal_865,
Caballo,nórraM,Desierto,Herbívoro,106.1426259,1.507046091,97.0,Animal_866,
Oveja,Amarillo,Montaña,xorovínmO,114.5394046,,,Animal_867,
xorugnaC,Negro,Océano,xorovínmO,140.2900352,2.33413631,69.36075155,Animal_868,
ollabaC,Amarillox,avleS,Herbívoro,,1.787697426,87.0,Animal_869,
Tiburón,Negro,Lago,Omnívorox,319.9921787,,,Animal_870,
Perro,Amarillox,Lagox,orovínmO,38.49633364,3.821852986,72.0,178_laminA,
Cebra,Blanco,Lago,orovínraC,,4.279621448,13.0,Animal_872,
xagutroT,Azul,Bosque,Herbívoro,324.1330839,4.866997363,65.0,Animal_873,
Cebra,Negro,Lago,Omnívoro,,1.406615341,6.0,478_laminA,
Burro,olliramAx,Río,Omnívoro,354.2659655,,71.0,578_laminA,
xxLobo,ojoR,ogaL,Herbívoro,279.1549476,2.031865354,,Animal_876,
Zorro,nórraMxx,otreiseD,Carnívoro,,3.417701663,79.0,778_laminA,2022-09-19
orroZ,Blancox,onaécO,Herbívoro,325.7631473,2.432310283,,Animal_878,
Cabra,Blanco,Lago,Carnívoro,59.02056647,4.969488204,,978_laminA,
Panda,nórraM,Lago,orovíbreH,268.6687812,,87.0,Animal_880x,
Tortuga,Amarillo,Montañaxx,xorovíbreH,219.1369044,4.767207372,49.22630135,Animal_881,
Koala,Rojoxx,xOcéano,Herbívoro,135.369247,4.191350792,88.0,Animal_882,
xnífleD,Gris,Lago,Herbívoro,302.3984939,4.524214955,79.02565985,Animal_883,
Tortuga,nórraM,Bosque,Carnívoro,435.7954626,4.090654066,,488_laminA,
Oso,Amarillo,Sabanax,xorovínraC,499.4534452,2.349879739,67.28059463,x588_laminA,
Oveja,nórraM,Río,Omnívoro,304.2736216,1.333763421,44.0,688_laminA,
León,Marrón,Bosquexx,orovíbreH,202.9482313,,17.0,Animal_887,
Tigre,Negrox,Selva,orovínraC,113.378343,0.19915754,95.0,Animal_888,
Elefante,Amarillo,Bosque,orovínraC,,2.667566521,38.0,988_laminA,
Águila,Gris,Montaña,Carnívoro,240.7136516,2.574783221,10.0,Animal_890,
etneipreS,Azulx,Montañax,xorovíbreH,184.2715729,2.337936727,54.0,Animal_891,
Caballo,Negro,ogaL,Omnívoro,455.6956057,4.872753002,,Animal_892x,
xoniügniP,Marrónx,Bosque,xorovínraC,186.0463197,4.566124617,6.0,Animal_893,2021-08-18
Panda,Azul,Montañax,Herbívoro,185.7131646,0.892392614,,Animal_894,
omatópopiH,Verdex,Sabanax,orovínraC,191.0484244,,52.0,598_laminA,
Canguro,Azulx,Océano,Carnívoro,418.473485,2.177385279,15.0,Animal_896,
Conejo,Marrónx,euqsoBx,Omnívoro,325.7433721,1.866611297,67.00389666,798_laminAx,
adnaP,Marrón,oíR,Carnívoro,307.4702563,4.361700672,57.0,898_laminA,
Perro,ojoR,Sabana,xxorovínraC,167.0228378,2.667784582,56.0,Animal_899,
Tortuga,Amarillox,Lagox,Herbívoro,410.0327451,,7.0,009_laminA,
Delfín,Amarillo,Océano,Herbívoro,20.14356682,4.279766439,51.0,Animal_901,
xnífleD,orgeN,Río,Omnívoro,435.527789,4.049047952,,Animal_902,
xetnafelE,Gris,Lago,orovíbreH,256.8622,,63.71002322,Animal_903,
alaoK,orgeN,oíR,Herbívoro,199.5046178,3.598181462,25.56530014,Animal_904,
Ballena,Blanco,Lago,orovínmO,249.0864731,2.402222999,,Animal_905,2022-08-26
Caballo,nórraM,Río,xorovínraC,332.7211276,1.543779625,32.49419595,609_laminAx,
Osox,Azul,Océano,xorovínmO,8.694517651,-0.981862362,66.0,Animal_907x,
Lobo,Verde,Sabanax,Herbívoro,435.9043764,,92.63467908,Animal_908,
Cocodrilo,Marrónx,xoíR,Omnívoro,,1.841639736,,909_laminA,
Koala,Marrón,Río,orovínraC,172.1402933,,,Animal_910,
Rinoceronte,Negro,Desierto,Omnívoro,69.98453725,3.503891475,94.0,119_laminA,
xarbeC,Verde,Bosque,Herbívoro,220.2932218,,75.0,Animal_912x,2024-03-17
Lobo,Verdex,onaécOx,Herbívoro,248.6650629,1.299468643,12.56084467,Animal_913,
nórubiT,Verdex,Lago,Omnívoro,202.4197006,0.34229244,24.0,Animal_914,
ajevO,Negro,Océano,Carnívoro,339.6513868,,57.0,Animal_915,
agutroT,Marrón,añatnoM,Omnívoro,,0.148802732,29.0,Animal_916,
xetnoreconiR,Negro,Lago,xorovínraC,,4.69185122,55.67589092,Animal_917x,
Burro,Amarillo,onaécOx,orovínraC,300.0394814,3.175337383,54.08159368,Animal_918,2020-08-28
Oveja,Amarillo,Sabana,xorovínmO,403.9314899,1.677048512,5.0,Animal_919x,
ergiT,Negro,Lago,Carnívoro,55.67703224,1.307741757,35.0,Animal_920,
Burro,Verde,Lagox,Herbívoro,,1.011555446,19.0,x129_laminA,2021-05-22
Rinoceronte,Rojo,Océano,Omnívoro,169.087003,1.253809943,55.0,Animal_922,
Burro,Marrón,Lagoxx,orovínraC,,0.774868677,,Animal_923x,2020-07-31
Oveja,Negro,otreiseD,Herbívoro,430.6956465,3.099614482,69.0,429_laminA,2020-06-21
Pingüino,Negrox,Bosque,xorovínmO,40.09077066,,44.0,Animal_925x,
ajevO,Negrox,Lago,Herbívoro,37.21482422,2.690286204,78.0,Animal_926,
Oveja,Rojo,euqsoB,Herbívoro,424.7424427,2.991570469,38.0,Animal_927x,
León,Rojo,Océano,Herbívoro,108.1558238,1.560404322,,Animal_928,
xomatópopiH,Blanco,Río,xorovínraC,334.707874,,21.19722233,Animal_929,
ergiT,Amarillo,Selva,Omnívoro,271.896188,,73.66483884,039_laminA,
acaV,Azulxx,avleSx,Omnívoro,416.6139038,,40.0,Animal_931,
Delfín,Verde,Río,Carnívoro,63.41936601,4.773892132,26.0,Animal_932,2021-01-31
Canguro,Gris,Río,Omnívoro,,1.658247554,5.0,Animal_933,
Hipopótamo,Rojo,Río,Herbívoro,,4.001870911,93.0,Animal_934,
xorreP,Azulx,Sabana,Omnívoro,473.242948,,54.0,Animal_935,
Tortuga,ojoR,Selva,orovínraC,,,86.0,Animal_936,
Serpientex,Verdex,Río,xorovíbreH,164.144108,2.613124752,49.0,Animal_937,
Zorro,Gris,Sabana,Carnívoro,303.7379723,3.593854136,,Animal_938,2024-09-15
Oveja,Blancox,Montaña,xorovíbreH,,1.440164043,92.0,Animal_939,2022-02-21
alaoK,orgeN,Lago,Herbívoro,418.6269886,0.695778013,38.0,Animal_940,
xarbaC,ocnalB,anabaS,Omnívoro,,2.516350722,14.0,Animal_941,
Zorro,ojoR,Selva,Herbívoro,12.26172302,1.702190354,47.0,Animal_942,
ojenoC,ocnalB,Océano,Carnívoro,57.31621421,2.268207437,14.0,Animal_943,2024-03-31
xetnafelE,Azul,Montaña,Omnívoro,306.8166478,3.270038871,75.0,Animal_944,
Cabra,Marrón,Selva,xorovínraC,410.4676432,,73.0,Animal_945,2020-01-17
xCebra,Rojo,ogaL,Herbívoro,143.8690508,3.139366204,,Animal_946,
Pingüino,Rojox,xanabaS,Carnívoro,120.3663329,2.76658001,,Animal_947,
xaliugÁ,Azul,otreiseD,Carnívoro,,3.725002222,44.0,x849_laminA,
xxnóeL,Amarillox,Bosque,Herbívoro,,3.559089427,70.0,Animal_949,
Panda,Gris,ogaL,Omnívoro,185.3219411,2.71753047,65.0,Animal_950x,
Caballo,Negrox,avleS,xorovínraC,,,25.0,Animal_951,
Gato,Azul,Río,xorovíbreH,,4.380442051,16.0,Animal_952x,2021-05-26
xolirdocoC,Grisx,Sabana,orovínmO,364.5789632,2.21812931,15.0,Animal_953,
Tiburón,edreV,Ríox,orovínmO,,2.122539056,98.0,Animal_954,
Cerdo,sirG,Río,xorovínmO,306.729488,,,x559_laminA,
Pingüino,edreV,Ríox,Carnívoro,293.632036,2.954513802,,Animal_956x,
acaV,Azul,Ríox,Carnívoro,274.2604342,1.4727761,,Animal_957x,
Zorro,Rojo,Río,Carnívoro,320.6011633,,,Animal_958,
León,Rojo,Montaña,Omnívoro,130.4651364,2.627093004,81.0,Animal_959,
Ballena,Amarillox,Selva,Carnívoro,43.23972804,,,Animal_960,
Tiburón,luzA,ogaL,Herbívoro,60.51656435,3.962184183,38.0,Animal_961x,
Perro,Verde,Selva,Carnívoro,113.0666089,6.356289175,,Animal_962,2021-05-28
Delfín,Gris,ogaL,xorovínraC,250.8168484,0.365258601,1.0,Animal_963,
Perro,Gris,Bosque,orovínmO,,,71.0,Animal_964,2023-11-13
Pingüino,Verde,anabaS,Carnívorox,,2.196418796,90.0,Animal_965,
Panda,Blanco,Desierto,Herbívoro,,1.720101479,19.0,Animal_966,2020-03-22
xorugnaC,Amarillo,Montaña,Omnívoro,176.1368363,0.542560945,52.0,Animal_967,
Oso,nórraM,Sabana,xorovíbreH,,2.857005186,30.0,Animal_968,
xagutroT,Rojo,añatnoM,orovínmO,,2.447299556,56.58881041,x969_laminA,
Burro,Negro,Lago,xorovínmO,,0.612316845,14.0,Animal_970,
Caballo,Gris,Selva,xorovínraC,31.54711241,3.101198585,13.0,x179_laminA,
nífleD,Negrox,Río,Herbívoro,296.3014085,3.715970289,84.0,279_laminA,
