Tipo_Animal,Color,Hábitat,Dieta,Peso,Altura,Edad,Nombre,Fecha
Cocodrilo,Azul,Océano,Herbívoroxx,,2.565818892,45,Animal_802x,14/10/2022
orruBx,sirG,Desierto,Carnívoro,,,40.46950248,Animal_803xx,17/08/2022
xoboL,Rojo,Río,Herbívoro,61.35937046,4.987817354,24,408_laminA,09-17-2022
Canguro,nórraM,Lago,Herbívoro,40.18251638,2.518151784,29,Animal_805,11/01/2020
Cabra,sirG,Montaña,Carnívoro,,0.974151434,66.57578704,Animal_806,03/11/2021
Cebra,Amarillo,Desierto,orovíbreH,201.9899815,,,Animal_807,20/12/2022
Jirafax,Verde,Ríox,Herbívoro,294.8163248,4.088682004,,Animal_808x,10/12/2022
Conejox,Rojo,Lago,Carnívoro,,,84,908_laminA,04/09/2023
Zorro,sirG,Lago,Carnívoroxx,216.0605484,,54,Animal_810,26/09/2024
Rinoceronte,Negrox,Desierto,Carnívoro,88.21857081,,,Animal_811,12/05/2020
olirdocoC,Verde,Montaña,Herbívoro,493.5629429,1.345667362,79,218_laminA,30/10/2020
Hipopótamox,xedreV,Río,Omnívorox,,,48.95270935,Animal_813,04/04/2022
Pingüino,sirGxx,Lagox,Herbívoro,344.0309936,2.726378679,32,Animal_814,10/08/2023
Vacax,Azul,Lago,Omnívoro,,1.051348213,,Animal_815,21/04/2020
Burro,Blanco,Río,Carnívoro,48.27471847,0.739232619,42,Animal_816,09-23-2020
Gato,Azul,Selva,Omnívoro,487.9595605,,1,Animal_817,28/03/2020
León,sirG,Desiertox,Carnívoro,143.8432587,4.354787422,63,Animal_818,05-15-2020
arbaC,Verde,Desierto,orovínraC,212.242894,4.476857121,34.69657437,Animal_819,11/05/2022
León,Rojox,Bosque,Omnívoro,323.8101194,4.443244285,51,Animal_820x,03/09/2023
Cebra,Negro,Montaña,Carnívoro,13.32395155,2.754265438,,Animal_821,12/11/2022
Águilax,Rojo,Sabana,Omnívoroxx,,,45,228_laminA,06/12/2021
Rinoceronte,ojoR,Selva,orovínraC,268.7525168,2.772277975,77,Animal_823x,30/06/2021
Koala,xedreV,Río,Herbívoro,139.8303763,0.350911111,65,Animal_824,06-2023-28
Zorro,Azul,Río,xorovíbreH,31.74238466,3.752965118,,528_laminA,27/03/2021
Perrox,Negrox,Río,Carnívoro,80.64316648,2.576126963,91.19356033,Animal_826,26/02/2023
Delfín,Marrón,Selvax,Carnívoro,447.6218956,,3,Animal_827,17/06/2021
Serpientex,Amarillo,Lago,orovínmO,343.3260877,2.562935044,24,Animal_828,07/07/2021
orugnaC,Verde,Río,Herbívoro,125.7009591,2.509875479,65,928_laminA,14/01/2021
Jirafa,Gris,Ríoxx,Omnívoro,,-0.097573854,,Animal_830x,10/03/2023
Caballo,Marrón,Montañax,Carnívoro,345.6170409,1.465697204,,Animal_831x,08/02/2021
Zorrox,Amarillo,Océano,Carnívoro,286.6314553,1.547016761,13,Animal_832,04/01/2020
Tigrex,Gris,Océano,orovínmO,202.8552427,1.058764849,70.50580448,Animal_833,08/07/2021
Tigre,Rojo,Bosque,Carnívoro,,4.867589164,,Animal_834,05/12/2021
Cebra,ocnalB,euqsoB,Herbívoro,108.9657921,0.850255884,10,Animal_835,26/03/2024
ajevO,Gris,Ríox,Omnívoro,,1.268525009,40,Animal_836,22/04/2020
Águila,Negrox,Montaña,Herbívoro,485.3633459,2.993889323,23,Animal_837x,23/08/2021
Cabrax,Negro,Río,Herbívoro,88.68190767,1.492287054,99,x838_laminA,27/10/2024
Lobo,ocnalB,Bosque,xxorovíbreH,298.9611934,1.846847377,,Animal_839,08-22-2022
nífleD,Marrónx,Selva,orovínmO,212.6683428,3.989215386,63,Animal_840,06/03/2021
afariJ,Amarillo,Selva,Carnívoro,,3.947494053,71,Animal_841,16/06/2021
Vaca,Gris,Lago,Herbívoro,,1.262856751,42,Animal_842,13/01/2024
Cocodrilox,Negro,Sabana,Herbívoro,412.742303,1.514464883,99,Animal_843,04/10/2023
Burro,Marrón,Océano,Herbívoro,,4.696140541,66.29469836,Animal_844,04/02/2021
Águilax,ocnalB,añatnoM,Carnívoro,,,79,Animal_845,01/09/2024
Jirafa,Azul,otreiseD,Carnívorox,153.0756955,3.519205462,73,x648_laminA,31/03/2021
Cerdo,Verde,Océanox,orovínmO,91.72242437,0.502942785,47,748_laminA,31/10/2020
etnafelE,Azul,otreiseD,Carnívoro,43.86928371,,,Animal_848,09/06/2023
Zorro,Azul,Sabana,orovínmO,357.3454513,2.840579173,,Animal_849x,11/03/2022
Zorro,Negro,Sabana,orovínmO,100.5569414,-0.864379364,18,Animal_850,08/06/2021
oniügniP,Rojo,Río,orovínmO,345.570676,2.296310252,79,158_laminA,05-28-2020
Oveja,Rojo,Bosque,Omnívoro,195.7978466,3.0450268,,258_laminA,11/10/2022
Cerdo,ocnalB,Sabana,Omnívoro,206.930268,1.704145733,,Animal_853,14/11/2022
orruB,Gris,Sabana,Herbívorox,235.1195706,3.926629613,,Animal_854,11/11/2020
Serpiente,Rojo,Desiertox,Carnívoro,184.4865456,5.629274012,,Animal_855xx,03/07/2020
Oveja,Azul,Bosquex,orovíbreH,51.20936863,1.6856864,23,658_laminAx,23/02/2022
Rinoceronte,Rojox,anabaSx,Omnívoro,155.5062732,4.209420057,21,xAnimal_857,15/11/2024
Cabrax,Azul,Océanox,orovínraC,331.3925128,,64,Animal_858,15/11/2024
Hipopótamo,Amarillo,Lago,Herbívoro,333.2264163,4.204872583,90,Animal_859,26/05/2024
Jirafa,orgeN,Sabana,orovíbreH,,,72,Animal_860,22/08/2022
Perro,Negro,Lago,orovínmO,230.5912107,,94,Animal_861,08-21-2023
Elefante,Gris,Bosque,Herbívorox,,,34,Animal_862x,20/11/2021
Zorro,ojoR,Río,Herbívoro,105.9756687,2.412493092,,Animal_863,30/07/2022
Oveja,Rojo,Montaña,Herbívoro,,4.548663942,69,Animal_864,13/06/2022
Cerdo,Verde,Bosque,orovíbreH,448.4765284,1.879627061,31,Animal_865,12/04/2024
Caballo,nórraM,Desierto,Herbívoro,106.1426259,1.507046091,97,Animal_866,09/09/2024
Oveja,Amarillo,Montaña,Omnívorox,114.5394046,,,Animal_867,20/12/2021
Cangurox,Negro,Océano,Omnívorox,140.2900352,2.33413631,69.36075155,Animal_868,03/01/2023
ollabaC,Amarillox,avleS,Herbívoro,,1.787697426,87,Animal_869,04/09/2022
Tiburón,Negro,Lago,xorovínmO,319.9921787,,,Animal_870,11/05/2024
Perro,Amarillox,Lagox,orovínmO,38.49633364,3.821852986,72,178_laminA,25/04/2023
Cebra,Blanco,Lago,orovínraC,,4.279621448,13,Animal_872,04/03/2024
Tortugax,Azul,Bosque,Herbívoro,324.1330839,4.866997363,65,Animal_873,05/02/2022
Cebra,Negro,Lago,Omnívoro,,1.406615341,6,478_laminA,21/09/2021
Burro,olliramAx,Río,Omnívoro,354.2659655,,71,578_laminA,10/11/2022
oboLxx,ojoR,ogaL,Herbívoro,279.1549476,2.031865354,,Animal_876,18/08/2024
Zorro,nórraMxx,otreiseD,Carnívoro,,3.417701663,79,778_laminA,09-19-2022
orroZ,Blancox,onaécO,Herbívoro,325.7631473,2.432310283,,Animal_878,13/07/2023
Cabra,Blanco,Lago,Carnívoro,59.02056647,4.969488204,,978_laminA,24/08/2022
Panda,nórraM,Lago,orovíbreH,268.6687812,,87,Animal_880x,02/02/2024
Tortuga,Amarillo,Montañaxx,Herbívorox,219.1369044,4.767207372,49.22630135,Animal_881,11/12/2022
Koala,Rojoxx,xOcéano,Herbívoro,135.369247,4.191350792,88,Animal_882,24/10/2023
Delfínx,Gris,Lago,Herbívoro,302.3984939,4.524214955,79.02565985,Animal_883,27/02/2021
Tortuga,nórraM,Bosque,Carnívoro,435.7954626,4.090654066,,488_laminA,21/09/2020
Oso,Amarillo,Sabanax,Carnívorox,499.4534452,2.349879739,67.28059463,x588_laminA,Invalid Date
Oveja,nórraM,Río,Omnívoro,304.2736216,1.333763421,44,688_laminA,04/06/2023
León,Marrón,Bosquexx,orovíbreH,202.9482313,,17,Animal_887,23/02/2022
Tigre,Negrox,Selva,orovínraC,113.378343,0.19915754,95,Animal_888,31/05/2024
Elefante,Amarillo,Bosque,orovínraC,,2.667566521,38,988_laminA,11/11/2020
Águila,Gris,Montaña,Carnívoro,240.7136516,2.574783221,10,Animal_890,27/05/2024
etneipreS,Azulx,Montañax,Herbívorox,184.2715729,2.337936727,54,Animal_891,13/06/2024
Caballo,Negro,ogaL,Omnívoro,455.6956057,4.872753002,,Animal_892x,12/01/2021
Pingüinox,Marrónx,Bosque,Carnívorox,186.0463197,4.566124617,6,Animal_893,08-18-2021
Panda,Azul,Montañax,Herbívoro,185.7131646,0.892392614,,Animal_894,17/02/2022
omatópopiH,Verdex,Sabanax,orovínraC,191.0484244,,52,598_laminA,26/02/2021
Canguro,Azulx,Océano,Carnívoro,418.473485,2.177385279,15,Animal_896,11/12/2022
Conejo,Marrónx,euqsoBx,Omnívoro,325.7433721,1.866611297,67.00389666,798_laminAx,23/04/2021
adnaP,Marrón,oíR,Carnívoro,307.4702563,4.361700672,57,898_laminA,19/12/2021
Perro,ojoR,Sabana,Carnívoroxx,167.0228378,2.667784582,56,Animal_899,20-2021-06
Tortuga,Amarillox,Lagox,Herbívoro,410.0327451,,7,009_laminA,25/03/2022
Delfín,Amarillo,Océano,Herbívoro,20.14356682,4.279766439,51,Animal_901,03/03/2023
Delfínx,orgeN,Río,Omnívoro,435.527789,4.049047952,,Animal_902,23/08/2020
Elefantex,Gris,Lago,orovíbreH,256.8622,,63.71002322,Animal_903,11/12/2024
alaoK,orgeN,oíR,Herbívoro,199.5046178,3.598181462,25.56530014,Animal_904,02/07/2020
Ballena,Blanco,Lago,orovínmO,249.0864731,2.402222999,,Animal_905,08-26-2022
Caballo,nórraM,Río,Carnívorox,332.7211276,1.543779625,32.49419595,609_laminAx,30/07/2022
xosO,Azul,Océano,Omnívorox,8.694517651,-0.981862362,66,Animal_907x,19/09/2022
Lobo,Verde,Sabanax,Herbívoro,435.9043764,,92.63467908,Animal_908,03/04/2022
Cocodrilo,Marrónx,xoíR,Omnívoro,,1.841639736,,909_laminA,01/03/2020
Koala,Marrón,Río,orovínraC,172.1402933,,,Animal_910,29/07/2023
Rinoceronte,Negro,Desierto,Omnívoro,69.98453725,3.503891475,94,119_laminA,07/10/2022
Cebrax,Verde,Bosque,Herbívoro,220.2932218,,75,Animal_912x,03-17-2024
Lobo,Verdex,onaécOx,Herbívoro,248.6650629,1.299468643,12.56084467,Animal_913,23/11/2024
nórubiT,Verdex,Lago,Omnívoro,202.4197006,0.34229244,24,Animal_914,29/05/2024
ajevO,Negro,Océano,Carnívoro,339.6513868,,57,Animal_915,03/05/2023
agutroT,Marrón,añatnoM,Omnívoro,,0.148802732,29,Animal_916,22/01/2023
Rinocerontex,Negro,Lago,Carnívorox,,4.69185122,55.67589092,Animal_917x,06/01/2022
Burro,Amarillo,onaécOx,orovínraC,300.0394814,3.175337383,54.08159368,Animal_918,08-28-2020
Oveja,Amarillo,Sabana,Omnívorox,403.9314899,1.677048512,5,Animal_919x,01/01/2022
ergiT,Negro,Lago,Carnívoro,55.67703224,1.307741757,35,Animal_920,19/06/2023
Burro,Verde,Lagox,Herbívoro,,1.011555446,19,x129_laminA,05-22-2021
Rinoceronte,Rojo,Océano,Omnívoro,169.087003,1.253809943,55,Animal_922,07/02/2020
Burro,Marrón,Lagoxx,orovínraC,,0.774868677,,Animal_923x,07-31-2020
Oveja,Negro,otreiseD,Herbívoro,430.6956465,3.099614482,69,429_laminA,06-21-2020
Pingüino,Negrox,Bosque,Omnívorox,40.09077066,,44,Animal_925x,24/12/2022
ajevO,Negrox,Lago,Herbívoro,37.21482422,2.690286204,78,Animal_926,01/07/2022
Oveja,Rojo,euqsoB,Herbívoro,424.7424427,2.991570469,38,Animal_927x,30/03/2021
León,Rojo,Océano,Herbívoro,108.1558238,1.560404322,,Animal_928,06/08/2024
Hipopótamox,Blanco,Río,Carnívorox,334.707874,,21.19722233,Animal_929,09/02/2022
ergiT,Amarillo,Selva,Omnívoro,271.896188,,73.66483884,039_laminA,11/08/2022
acaV,Azulxx,avleSx,Omnívoro,416.6139038,,40,Animal_931,Invalid Date
Delfín,Verde,Río,Carnívoro,63.41936601,4.773892132,26,Animal_932,01-31-2021
Canguro,Gris,Río,Omnívoro,,1.658247554,5,Animal_933,23/06/2020
Hipopótamo,Rojo,Río,Herbívoro,,4.001870911,93,Animal_934,Invalid Date
Perrox,Azulx,Sabana,Omnívoro,473.242948,,54,Animal_935,22/10/2024
Tortuga,ojoR,Selva,orovínraC,,,86,Animal_936,08/10/2020
xetneipreS,Verdex,Río,Herbívorox,164.144108,2.613124752,49,Animal_937,07/04/2022
Zorro,Gris,Sabana,Carnívoro,303.7379723,3.593854136,,Animal_938,09-15-2024
Oveja,Blancox,Montaña,Herbívorox,,1.440164043,92,Animal_939,02-21-2022
alaoK,orgeN,Lago,Herbívoro,418.6269886,0.695778013,38,Animal_940,09/10/2024
Cabrax,ocnalB,anabaS,Omnívoro,,2.516350722,14,Animal_941,27/09/2021
Zorro,ojoR,Selva,Herbívoro,12.26172302,1.702190354,47,Animal_942,24/09/2021
ojenoC,ocnalB,Océano,Carnívoro,57.31621421,2.268207437,14,Animal_943,03-31-2024
Elefantex,Azul,Montaña,Omnívoro,306.8166478,3.270038871,75,Animal_944,01/08/2021
Cabra,Marrón,Selva,Carnívorox,410.4676432,,73,Animal_945,01-17-2020
arbeCx,Rojo,ogaL,Herbívoro,143.8690508,3.139366204,,Animal_946,22/08/2023
Pingüino,Rojox,xanabaS,Carnívoro,120.3663329,2.76658001,,Animal_947,25/08/2023
Águilax,Azul,otreiseD,Carnívoro,,3.725002222,44,x849_laminA,20/04/2024
Leónxx,Amarillox,Bosque,Herbívoro,,3.559089427,70,Animal_949,08/09/2021
Panda,Gris,ogaL,Omnívoro,185.3219411,2.71753047,65,Animal_950x,11/07/2021
Caballo,Negrox,avleS,Carnívorox,,,25,Animal_951,08/08/2020
Gato,Azul,Río,Herbívorox,,4.380442051,16,Animal_952x,05-26-2021
Cocodrilox,Grisx,Sabana,orovínmO,364.5789632,2.21812931,15,Animal_953,30/09/2021
Tiburón,edreV,Ríox,orovínmO,,2.122539056,98,Animal_954,07/11/2024
Cerdo,sirG,Río,Omnívorox,306.729488,,,x559_laminA,04/08/2021
Pingüino,edreV,Ríox,Carnívoro,293.632036,2.954513802,,Animal_956x,24/02/2021
acaV,Azul,Ríox,Carnívoro,274.2604342,1.4727761,,Animal_957x,23/06/2021
Zorro,Rojo,Río,Carnívoro,320.6011633,,,Animal_958,12/02/2022
León,Rojo,Montaña,Omnívoro,130.4651364,2.627093004,81,Animal_959,05/01/2024
Ballena,Amarillox,Selva,Carnívoro,43.23972804,,,Animal_960,12/02/2023
Tiburón,luzA,ogaL,Herbívoro,60.51656435,3.962184183,38,Animal_961x,12/11/2022
Perro,Verde,Selva,Carnívoro,113.0666089,6.356289175,,Animal_962,05-28-2021
Delfín,Gris,ogaL,Carnívorox,250.8168484,0.365258601,1,Animal_963,16/01/2024
Perro,Gris,Bosque,orovínmO,,,71,Animal_964,11-13-2023
Pingüino,Verde,anabaS,xorovínraC,,2.196418796,90,Animal_965,23/03/2021
Panda,Blanco,Desierto,Herbívoro,,1.720101479,19,Animal_966,03-22-2020
Cangurox,Amarillo,Montaña,Omnívoro,176.1368363,0.542560945,52,Animal_967,08/11/2020
Oso,nórraM,Sabana,Herbívorox,,2.857005186,30,Animal_968,03/04/2023
Tortugax,Rojo,añatnoM,orovínmO,,2.447299556,56.58881041,x969_laminA,13/11/2021
Burro,Negro,Lago,Omnívorox,,0.612316845,14,Animal_970,04/06/2020
Caballo,Gris,Selva,Carnívorox,31.54711241,3.101198585,13,x179_laminA,19/02/2023
nífleD,Negrox,Río,Herbívoro,296.3014085,3.715970289,84,279_laminA,21/09/2023
Vaca,Marrón,Bosque,Omnívoro,494.619125,3.859663675,90,Animal_973,19/05/2023
acaV,Azulx,Bosque,Carnívoro,84.24802277,4.536328622,27,Animal_974,25/03/2020
Canguroxx,orgeNx,onaécO,Omnívoro,24.29572513,,89,579_laminAx,04/09/2020
orroZx,Marrón,Desiertox,orovínmO,389.9863092,4.770056566,,Animal_976x,15/10/2024
Perro,Rojox,Bosque,Omnívoro,127.0404173,4.340604085,41,Animal_977,2020-24-07
Gato,Verde,Río,Omnívoro,414.9922589,1.552857698,48,Animal_978,06/09/2024
Hipopótamo,Blanco,avleS,orovínmO,352.2643969,0.880486883,,Animal_979,2020-29-05
Elefante,Rojoxx,Desierto,Omnívorox,472.891095,,10,Animal_980,05/08/2022
Perro,Gris,xogaL,orovínraC,205.0546906,2.462650185,6,Animal_981xx,01/04/2022
Tortuga,nórraM,Sabana,Omnívoro,,2.921024596,34,Animal_982,04-2023-09
Koalax,Negro,Lagox,Herbívoroxx,,2.958592538,52,Animal_983,31/05/2022
Ballena,sirG,Río,Carnívoro,315.66376,3.774936223,,Animal_984,29/07/2023
Cebrax,Blanco,Río,Herbívoro,225.3498541,2.598460746,83,Animal_985,12/10/2024
Oveja,Verde,Bosque,Omnívoro,95.12749097,0.613630941,,Animal_986,15/09/2024
Canguro,Azul,Desierto,orovíbreHx,254.4408106,,2,Animal_987x,07/10/2020
León,sirG,Selvax,Omnívoro,264.7635165,1.617846458,,Animal_988,12/06/2023
León,luzAx,Lago,Omnívoro,405.4913203,4.859357556,17,Animal_989,28/10/2023
Cebra,Marrónx,Océanox,orovínraC,368.0248322,0.677514533,16,Animal_990,10/05/2023
Elefante,Blancox,Lago,Carnívoro,,,28,Animal_991,17/03/2021
agutroT,xorgeN,añatnoM,Omnívoro,58.92539932,,,Animal_992,24/04/2023
Ballena,Blanco,Montañax,Carnívoro,360.0614414,,72,399_laminA,12/08/2024
León,Blanco,Selva,Herbívoro,250.652273,0.328241716,10.96168805,Animal_994x,12/12/2024
agutroT,Amarillo,xavleS,Carnívoro,447.1556685,5.184942287,10,Animal_995,15/06/2022
León,Blancox,Montaña,Carnívoro,460.0155961,4.266463809,11.10533834,Animal_996,12/01/2022
Cocodrilo,Blanco,Océano,Herbívorox,28.52313871,,73,799_laminA,04/12/2024
olirdocoCx,Rojo,otreiseD,Carnívorox,410.5001386,4.649758168,28,Animal_998,11/02/2024
Águila,Gris,añatnoMx,Omnívoro,19.81099782,2.992465452,24,Animal_999,29/05/2021
Cangurox,orgeN,Selva,Herbívoro,184.2176432,3.187034964,19,Animal_1000,29/12/2021
Tortuga,Rojo,euqsoB,Omnívoro,271.6076878,,,Animal_1001,30/07/2021
Conejo,Rojox,anabaS,Herbívoro,74.90229851,,,Animal_1002x,16/05/2024
Hipopótamo,Gris,Océano,orovínmOx,372.8028133,,56,x3001_laminAx,07-15-2022
Conejo,Gris,Río,Omnívoro,,4.539164404,,Animal_1004,14/12/2020
Perro,nórraM,Océano,Carnívoro,85.25422166,,42,Animal_1005,24/01/2021
Águila,sirG,Bosque,Omnívoro,,,12,Animal_1006,11-14-2024
Zorrox,olliramA,Bosque,Carnívoro,357.4793935,4.519007751,18,Animal_1007xxxxx,02/06/2024
xorroZ,Amarillo,Río,Herbívoro,458.4049082,0.724122977,23,8001_laminA,29/03/2024
Tigre,ojoR,Lago,Omnívorox,353.0428293,,84,9001_laminA,03/11/2024
Cerdo,Azul,Selva,Omnívoro,336.2178559,,6,0101_laminA,06/07/2021
Perro,Marrón,Montaña,Herbívorox,196.4614577,,53,Animal_1011,09-30-2021
Canguro,Azul,Lago,orovíbreH,1.640928338,,98,2101_laminAx,04/05/2020
Rinoceronte,Azul,otreiseD,orovínmO,,2.813796804,42,Animal_1013,10/09/2023
otaG,Rojo,Océano,orovíbreH,,2.695897085,,4101_laminA,26/11/2024
ajevO,Verdex,Río,xorovínraC,,1.676511446,30.94416006,Animal_1015,13/02/2024
Rinoceronte,Rojoxx,onaécO,Herbívoro,209.3066937,0.948268739,9,6101_laminA,17/02/2021
Jirafa,Negroxx,ogaL,Herbívoro,366.3622006,4.488691029,91,Animal_1017xx,Invalid Date
Burro,Negrox,Bosque,orovínmO,,4.033111481,42,Animal_1018x,18/06/2022
Burro,Gris,Montaña,Carnívoro,38.0139216,-0.1662723,34,Animal_1019,21/01/2022
Gato,Grisxx,Océano,Herbívorox,96.81610923,2.947897914,,Animal_1020,30/10/2020
Delfín,Verdex,Desiertox,Carnívoro,419.4793209,,88,Animal_1021,21/09/2023
Delfín,sirG,Bosque,Carnívoro,362.7314606,,17,Animal_1022,29/10/2022
Elefantex,orgeN,Desierto,orovínraC,447.4862315,1.344703631,,Animal_1023,30/05/2021
Vaca,Azul,Montaña,Omnívoro,60.89792662,,,Animal_1024,30/07/2023
Pingüino,Rojox,Océano,Herbívoro,495.1210448,3.530922471,76,Animal_1025x,27/11/2020
Lobo,ocnalB,Sabana,Omnívoro,105.4939503,2.783925556,95.79893691,Animal_1026x,26/03/2020
Perro,Amarillo,ogaLx,Herbívoro,7.744841579,3.086885816,49,Animal_1027,05/08/2024
Delfín,Blanco,Océano,orovíbreHx,498.7140466,0.784810043,73,Animal_1028,29/2022/08
Lobo,Blanco,Lago,Omnívoro,,2.810546115,61,9201_laminA,18/08/2021
León,Negro,Montaña,Carnívoro,334.3417068,,,Animal_1030,09/06/2020
Cerdox,Blanco,Océano,Carnívoro,90.28067842,,46,Animal_1031,28/09/2024
Cerdo,Rojo,ogaL,Herbívoro,290.5340376,3.340389415,46,Animal_1032,11/11/2021
Vaca,Verde,oíR,orovínmO,452.1134582,4.565155144,17,Animal_1033,24/09/2022
Caballo,Marrón,ogaL,Carnívorox,,2.078407391,66,Animal_1034,30/08/2024
orugnaC,Gris,Océanox,Carnívorox,335.456734,1.117971438,5,Animal_1035,10/07/2023
Koala,Marrón,Selvax,Herbívorox,,,54,Animal_1036,04/12/2020
Panda,Azul,Océano,Herbívoroxx,312.772904,,16.57691718,Animal_1037,09/2021/09
Ballena,Rojo,Océano,Omnívoro,168.8887256,3.766762126,,Animal_1038,07/12/2023
Panda,Rojox,Lagoxx,orovíbreH,106.392921,,89.61487661,Animal_1039x,16/04/2022
nóeL,Amarillo,otreiseD,Carnívoro,,2.33984968,7.304884907,Animal_1040,26/10/2023
Tortuga,ojoRx,Sabana,Carnívoro,,3.784193597,8,Animal_1041x,20/09/2020
ojenoC,Gris,Desierto,xCarnívoro,451.0561378,0.786316341,,2401_laminA,13/04/2022
Gatox,Rojo,Lago,orovínraC,199.1962563,1.806545615,87,Animal_1043,04/08/2023
Osox,Blancoxx,Desierto,Omnívoro,123.3943732,2.008790906,96,4401_laminA,05/17/2022
xaliugÁ,olliramA,Bosque,Omnívoro,224.7555127,0.687994148,82.8168449,Animal_1045,20/05/2024
Jirafax,Gris,avleS,Herbívoro,160.9475472,4.652474165,37.22850268,Animal_1046,06/11/2024
Cebra,Verde,Desiertox,Herbívorox,372.4652077,4.384053145,,7401_laminA,25/01/2023
Oveja,Verde,Ríoxx,Herbívoro,485.638736,0.759174912,76,Animal_1048,19/09/2024
Gato,Verdex,Montaña,Omnívoro,,0.946669294,15,Animal_1049,01/01/2021
Cebrax,Verde,Río,orovínraC,430.6556666,,92,0501_laminA,06/02/2020
Pingüino,Blanco,añatnoM,Herbívoro,283.3656737,1.524644943,50,1501_laminA,07-29-2023
Gato,ojoR,onaécO,orovínraC,79.46059688,3.11237767,56,x2501_laminA,25/03/2024
Pingüino,Marrón,euqsoB,Herbívoro,346.001737,3.227164258,95,Animal_1053,29/08/2023
Cerdo,Gris,Selva,Herbívoro,257.2038141,6.200140258,10.82890963,4501_laminA,11/02/2020
Pandax,Blancox,Ríox,Herbívoro,325.6526551,4.311540604,7.604067574,5501_laminAx,07/02/2022
Vaca,Verdex,avleSxx,Herbívorox,444.9540189,4.206980087,19.01904516,Animal_1056,08/07/2022
Águilax,Azul,Río,orovíbreH,219.7875884,,51,Animal_1057,13/04/2021
otaGx,Rojox,Océano,orovínraC,450.687634,1.12080204,72,8501_laminAx,30/11/2021
Serpiente,Marrónx,Montaña,orovíbreH,378.0945816,2.670973219,,Animal_1059,21/11/2020
Caballo,Azul,Sabana,Carnívoro,,,,x0601_laminA,07/08/2021
arbeC,Amarillo,Bosque,Omnívoro,302.0078457,3.738042065,68,Animal_1061,25/05/2023
Perro,Azul,Río,Herbívoro,163.4649851,1.17742665,31,2601_laminA,11-19-2022
Tiburón,Amarillo,Ríox,Carnívorox,491.8150526,,3,Animal_1063xx,04/07/2020
Panda,Amarillo,Océano,orovínmO,334.0082304,1.883734599,99,Animal_1064,04/02/2021
ajevO,edreV,Bosque,xorovínmO,,3.841340334,83,Animal_1065x,22/06/2021
Cerdo,olliramA,Montaña,orovínmO,166.2356133,2.275330306,,Animal_1066,04/06/2024
anellaB,Negrox,añatnoM,Carnívoroxx,312.0339024,3.79996044,,x7601_laminA,12-2021-20
Cocodriloxx,Gris,oíR,Herbívoro,29.11030562,3.778975769,10,Animal_1068,08-15-2021
Águila,Grisxx,Sabana,Herbívoro,12.91821147,,12,9601_laminA,14/12/2024
Canguro,Verdex,anabaS,Carnívoro,226.6315093,4.030097638,46,0701_laminA,06/03/2020
nóeL,orgeN,Selva,Herbívoro,167.9514095,4.482084177,30,Animal_1071,08/06/2022
Cabra,Azul,Bosque,Carnívoro,219.7110054,2.428468825,,Animal_1072,24/10/2022
ergiT,xocnalB,euqsoBx,Herbívorox,132.0839616,4.410943824,82,Animal_1073,20/05/2022
Cocodrilo,Azul,añatnoM,orovínmO,83.19415572,0.912215609,,Animal_1074x,09/03/2024
Tiburón,Rojo,Selvax,Herbívoro,,-0.095061749,31.38355572,5701_laminA,22/12/2020
Canguro,ocnalBx,Océano,orovínraC,257.770987,,73,Animal_1076,01/10/2023
Cocodrilo,olliramA,euqsoB,Carnívoro,100.8769514,7.781363039,47.21322802,Animal_1077,24/06/2024
Cangurox,Marrón,Selvax,Omnívoro,160.0480765,4.963690392,88,Animal_1078,2022/28/04
Oveja,Blanco,Selva,Carnívoro,296.3121459,4.077594743,63,Animal_1079,27/06/2024
Serpiente,Marrón,Ríox,Herbívoro,37.92911815,4.689770841,26,0801_laminA,08-23-2022
Tiburón,Gris,Montañaxx,Herbívoroxx,74.57905162,4.152050223,3,Animal_1081,02/12/2021
León,nórraM,Selva,orovínmO,39.04748819,4.237689032,23,Animal_1082,06/11/2024
Gato,Gris,Lago,orovínraCx,409.1569669,2.744352859,75,Animal_1083,15/10/2020
Cebrax,Negrox,Sabanax,orovínmO,,1.97358653,,Animal_1084,30-2020-12
Tortuga,Negroxx,Lago,Herbívorox,376.903153,,50,5801_laminA,20/12/2022
Gatoxx,Verde,anabaS,Omnívoro,359.1711811,,36,Animal_1086x,01/10/2022
Zorro,Verde,Desierto,Carnívoro,,2.7402149,13,7801_laminA,21/08/2021
Cerdo,Amarillo,Montañax,Omnívorox,239.0189658,,29,Animal_1088x,07/11/2023
Oso,Blanco,oíR,Carnívoro,321.4968036,2.867609738,38,Animal_1089,17/10/2023
Oso,Amarillo,Océano,orovínraC,20.14241584,2.405474887,,Animal_1090,18/12/2024
Koala,sirGx,Lago,Herbívorox,311.1107469,,,Animal_1091,07/12/2020
Oso,Amarillo,Lago,Herbívoro,389.1609751,4.422036111,84,Animal_1092x,24/09/2021
Águila,Marrón,Desierto,xorovíbreH,250.6788218,2.277529713,5,3901_laminA,11/07/2020
Panda,sirG,Sabana,orovínraC,,2.985823878,20,Animal_1094,08-24-2021
Caballo,Verdex,Río,Omnívoro,139.8882203,0.782020234,,Animal_1095,27/04/2020
Ballena,Negro,Desierto,Carnívoro,321.758223,0.116600455,14,Animal_1096xx,01/11/2023
