Tipo_Animal,Color,Hábitat,Dieta,Peso,Altura,Edad,Nombre,Fecha
Cabra,Azul,Desierto,Omnívoro,71.11,4.64,50,Animal_712,
Tiburón,Marrón,Lago,Omnívoro,311.65,4.16,87,Animal_713,2020-01-29
Tigre,Verde,Desierto,Omnívoro,104.7,2.57,74,Animal_714,2022-04-24
Caballo,Azul,Montaña,Herbívoro,252.53,0.63,52,,2023-01-03
Tortuga,Gris,Sabana,Herbívoro,247.13,2.2,9,Animal_716,2023-12-06
Cabra,Marrón,Desierto,Carnívoro,142.55,0.58,50,Animal_717,2023-06-09
Caballo,Blanco,Río,Carnívoro,474.26,3.14,50,Animal_718,2020-02-06
Tigre,Gris,Océano,Carnívoro,422.02,2.57,8,Animal_719,
Cocodrilo,Blanco,Sabana,Carnívoro,247.13,2.66,5,Animal_720,2024-02-20
León,Amarillo,Lago,Herbívoro,39.92,2.57,76,Animal_721,2023-10-05
Hipopótamo,Blanco,Río,Carnívoro,53.96,1.65,63,Animal_722,2021-03-07
Tiburón,Marrón,Desierto,Carnívoro,246.9,3.42,50,Animal_723,2021-01-20
Elefante,Gris,Montaña,Omnívoro,81.2,2.47,50,Animal_724,2020-10-06
Canguro,Verde,Bosque,Carnívoro,489.15,4.89,89,,2021-11-13
Elefante,Amarillo,Montaña,Carnívoro,80.1,4.38,82,Animal_726,2020-03-06
Koala,Marrón,Río,Carnívoro,244.25,1.86,38,,2020-09-16
Tigre,Marrón,Selva,Herbívoro,182.7,2.57,50,Animal_728,2023-01-03
Pingüino,Verde,Desierto,Omnívoro,320.05,4.24,46,Animal_729,
Canguro,Gris,Río,Carnívoro,247.13,4.57,53,Animal_730,
Jirafa,Gris,Selva,Carnívoro,216.83,4.12,26,Animal_731,2022-04-15
Tiburón,Rojo,Selva,Omnívoro,138.08,0.73,50,,2022-12-25
Ballena,Azul,Océano,Carnívoro,443.99,4.99,67,Animal_733,2021-01-22
Cerdo,Blanco,Sabana,Herbívoro,21.25,1.37,54,Animal_734,
León,Amarillo,Océano,Carnívoro,456.95,2.57,22,Animal_735,2022-01-18
Lobo,Verde,Desierto,Herbívoro,247.13,2.23,26,Animal_736,2021-11-05
Canguro,Amarillo,Selva,Herbívoro,149.49,1.25,82,Animal_737,
Ballena,Verde,Lago,Carnívoro,247.13,4.55,60,Animal_738,2023-03-26
Zorro,Gris,Río,Omnívoro,247.13,1.62,39,Animal_739,
Ballena,Blanco,Bosque,Herbívoro,483.47,4.88,37,Animal_740,2023-04-19
Caballo,Azul,Selva,Omnívoro,263.93,1.48,21,Animal_741,2021-12-01
Elefante,Marrón,Río,Carnívoro,152.34,4.77,41,Animal_742,2020-09-04
Hipopótamo,Negro,Lago,Herbívoro,247.13,2.57,50,,2021-01-17
Cerdo,Rojo,Bosque,Carnívoro,34.14,3.58,26,,2024-07-28
Canguro,Amarillo,Océano,Omnívoro,494.69,2.71,63,Animal_745,2021-09-29
Canguro,Marrón,Océano,Carnívoro,20.61,2.44,50,Animal_746,
Serpiente,Amarillo,Río,Herbívoro,221.93,3.56,24,Animal_748,
Koala,Negro,Selva,Carnívoro,247.13,1.03,90,Animal_749,2024-07-31
Cabra,Negro,Montaña,Carnívoro,123.75,2.81,21,,2024-12-08
Delfín,Blanco,Océano,Carnívoro,266.51,1.34,50,,
Zorro,Amarillo,Océano,Herbívoro,241.7,4.78,15,Animal_752,2023-10-09
Vaca,Blanco,Sabana,Omnívoro,351.73,0.35,79,,2023-07-16
Águila,Marrón,Bosque,Omnívoro,35.35,1.08,6,Animal_754,
Canguro,Verde,Sabana,Carnívoro,97.7,2.57,42,Animal_755,2024-08-02
Tigre,Verde,Lago,Herbívoro,247.13,2.57,29,,2022-08-06
Lobo,Verde,Selva,Carnívoro,370.34,1.24,50,Animal_757,2021-03-13
Cabra,Amarillo,Río,Omnívoro,95.38,2.51,8,Animal_758,2023-10-01
Hipopótamo,Verde,Desierto,Herbívoro,286.16,4.38,29,Animal_759,2020-09-24
Águila,Marrón,Desierto,Omnívoro,108.24,2.57,21,Animal_760,2020-10-17
Lobo,Blanco,Río,Omnívoro,430.95,2.94,81,,
Hipopótamo,Amarillo,Bosque,Herbívoro,471.15,2.57,88,Animal_762,2023-06-17
Jirafa,Blanco,Lago,Herbívoro,259.73,3.5,58,,2023-02-06
Oveja,Amarillo,Océano,Carnívoro,174.6,0.92,57,Animal_764,
Conejo,Blanco,Bosque,Carnívoro,247.13,3.95,50,Animal_765,
Serpiente,Negro,Océano,Omnívoro,25.84,1.33,31,Animal_766,2024-01-12
Águila,Blanco,Océano,Herbívoro,132.76,2.14,48,Animal_767,2024-01-11
Burro,Verde,Desierto,Herbívoro,327.46,1.82,34,Animal_768,2022-03-02
Panda,Negro,Bosque,Carnívoro,267.27,4.31,2,,2021-08-15
Koala,Blanco,Lago,Omnívoro,472.08,0.47,67,Animal_770,2024-06-10
Tortuga,Amarillo,Sabana,Omnívoro,198.27,2.87,94,,2020-10-31
León,Amarillo,Océano,Carnívoro,347.24,2.57,50,Animal_772,2024-01-01
Elefante,Rojo,Montaña,Herbívoro,245.17,2.57,52,Animal_773,2023-12-10
Lobo,Amarillo,Montaña,Carnívoro,256.78,4.53,7,Animal_774,
Caballo,Gris,Sabana,Carnívoro,134.62,2.23,76,Animal_775,2021-04-16
Serpiente,Marrón,Montaña,Carnívoro,228.02,3.14,17,Animal_776,
Vaca,Amarillo,Selva,Carnívoro,247.13,4.64,90,Animal_777,2020-04-08
Tortuga,Negro,Océano,Herbívoro,353.52,2.65,92,Animal_778,2021-04-09
Tigre,Rojo,Sabana,Carnívoro,470.38,2.49,15,,2022-05-26
Tortuga,Amarillo,Bosque,Herbívoro,165.33,2.93,78,Animal_780,2021-11-08
Ballena,Gris,Océano,Carnívoro,22.06,3.48,46,Animal_781,2020-05-17
Koala,Verde,Sabana,Omnívoro,248.65,2.57,14,Animal_782,2023-10-23
Caballo,Negro,Desierto,Herbívoro,272.69,2.57,50,Animal_783,2023-02-21
Jirafa,Gris,Lago,Omnívoro,85.05,2.23,50,Animal_784,2024-07-21
Zorro,Verde,Bosque,Carnívoro,380.47,1.57,93,,2024-11-04
Tortuga,Azul,Lago,Carnívoro,493.31,3.95,54,,2021-06-26
Cocodrilo,Azul,Desierto,Carnívoro,472.94,2.29,6,Animal_787,2021-09-09
Burro,Negro,Océano,Herbívoro,99.36,0.59,50,Animal_788,2021-10-28
Jirafa,Blanco,Bosque,Omnívoro,437.81,4.7,20,,2021-07-09
Conejo,Marrón,Lago,Herbívoro,352.54,6.36,92,Animal_790,
Burro,Rojo,Montaña,Herbívoro,227.47,4.45,78,,2024-12-10
Elefante,Gris,Sabana,Omnívoro,424.95,2.57,50,Animal_793,2020-02-19
Ballena,Verde,Océano,Carnívoro,240.59,0.11,77,Animal_794,2022-06-12
Cabra,Marrón,Selva,Herbívoro,187.23,1.96,91,,2020-09-21
Oso,Verde,Lago,Carnívoro,247.13,4.11,61,Animal_796,
Oso,Verde,Bosque,Omnívoro,290.64,0.85,50,Animal_797,2024-12-04
Pingüino,Gris,Bosque,Carnívoro,247.13,3.05,45,Animal_798,2024-10-12
Panda,Gris,Río,Omnívoro,450.55,2.57,61,Animal_799,2022-05-02
Lobo,Gris,Lago,Omnívoro,337.42,1.06,56,,2020-11-30
Hipopótamo,Marrón,Océano,Carnívoro,317.0,4.53,2,Animal_801,
Cocodrilo,Azul,Océano,Herbívoro,247.13,2.57,45,Animal_802,2022-10-14
Burro,Gris,Desierto,Carnívoro,247.13,2.57,40,Animal_803,2022-08-17
Canguro,Marrón,Lago,Herbívoro,40.18,2.52,29,Animal_805,2020-01-11
Cabra,Gris,Montaña,Carnívoro,247.13,0.97,66,Animal_806,2021-11-03
Cebra,Amarillo,Desierto,Herbívoro,201.99,2.57,50,Animal_807,2022-12-20
Jirafa,Verde,Río,Herbívoro,294.82,4.09,50,Animal_808,2022-12-10
Conejo,Rojo,Lago,Carnívoro,247.13,2.57,84,,2023-09-04
Zorro,Gris,Lago,Carnívoro,216.06,2.57,54,Animal_810,2024-09-26
Rinoceronte,Negro,Desierto,Carnívoro,88.22,2.57,50,Animal_811,2020-05-12
Cocodrilo,Verde,Montaña,Herbívoro,493.56,1.35,79,,2020-10-30
Hipopótamo,Verde,Río,Omnívoro,247.13,2.57,48,Animal_813,2022-04-04
Pingüino,Gris,Lago,Herbívoro,344.03,2.73,32,Animal_814,2023-08-10
Vaca,Azul,Lago,Omnívoro,247.13,1.05,50,Animal_815,2020-04-21
Burro,Blanco,Río,Carnívoro,48.27,0.74,42,Animal_816,
Gato,Azul,Selva,Omnívoro,487.96,2.57,1,Animal_817,2020-03-28
León,Gris,Desierto,Carnívoro,143.84,4.35,63,Animal_818,
Cabra,Verde,Desierto,Carnívoro,212.24,4.48,34,Animal_819,2022-05-11
León,Rojo,Bosque,Omnívoro,323.81,4.44,51,Animal_820,2023-09-03
Cebra,Negro,Montaña,Carnívoro,13.32,2.75,50,Animal_821,2022-11-12
Águila,Rojo,Sabana,Omnívoro,247.13,2.57,45,,2021-12-06
Rinoceronte,Rojo,Selva,Carnívoro,268.75,2.77,77,Animal_823,2021-06-30
Koala,Verde,Río,Herbívoro,139.83,0.35,65,Animal_824,
Zorro,Azul,Río,Herbívoro,31.74,3.75,50,,2021-03-27
Perro,Negro,Río,Carnívoro,80.64,2.58,91,Animal_826,2023-02-26
Delfín,Marrón,Selva,Carnívoro,447.62,2.57,3,Animal_827,2021-06-17
Serpiente,Amarillo,Lago,Omnívoro,343.33,2.56,24,Animal_828,2021-07-07
Canguro,Verde,Río,Herbívoro,125.7,2.51,65,,2021-01-14
Jirafa,Gris,Río,Omnívoro,247.13,2.57,50,Animal_830,2023-03-10
Caballo,Marrón,Montaña,Carnívoro,345.62,1.47,50,Animal_831,2021-02-08
Zorro,Amarillo,Océano,Carnívoro,286.63,1.55,13,Animal_832,2020-01-04
Tigre,Gris,Océano,Omnívoro,202.86,1.06,70,Animal_833,2021-07-08
Tigre,Rojo,Bosque,Carnívoro,247.13,4.87,50,Animal_834,2021-12-05
Cebra,Blanco,Bosque,Herbívoro,108.97,0.85,10,Animal_835,2024-03-26
Oveja,Gris,Río,Omnívoro,247.13,1.27,40,Animal_836,2020-04-22
Águila,Negro,Montaña,Herbívoro,485.36,2.99,23,Animal_837,2021-08-23
Cabra,Negro,Río,Herbívoro,88.68,1.49,99,,2024-10-27
Lobo,Blanco,Bosque,Herbívoro,298.96,1.85,50,Animal_839,
Delfín,Marrón,Selva,Omnívoro,212.67,3.99,63,Animal_840,2021-03-06
Jirafa,Amarillo,Selva,Carnívoro,247.13,3.95,71,Animal_841,2021-06-16
Vaca,Gris,Lago,Herbívoro,247.13,1.26,42,Animal_842,2024-01-13
Cocodrilo,Negro,Sabana,Herbívoro,412.74,1.51,99,Animal_843,2023-10-04
Burro,Marrón,Océano,Herbívoro,247.13,4.7,66,Animal_844,2021-02-04
Águila,Blanco,Montaña,Carnívoro,247.13,2.57,79,Animal_845,2024-09-01
Jirafa,Azul,Desierto,Carnívoro,153.08,3.52,73,,2021-03-31
Cerdo,Verde,Océano,Omnívoro,91.72,0.5,47,,2020-10-31
Elefante,Azul,Desierto,Carnívoro,43.87,2.57,50,Animal_848,2023-06-09
Zorro,Azul,Sabana,Omnívoro,357.35,2.84,50,Animal_849,2022-03-11
Zorro,Negro,Sabana,Omnívoro,100.56,2.57,18,Animal_850,2021-06-08
Pingüino,Rojo,Río,Omnívoro,345.57,2.3,79,,
Oveja,Rojo,Bosque,Omnívoro,195.8,3.05,50,,2022-10-11
Cerdo,Blanco,Sabana,Omnívoro,206.93,1.7,50,Animal_853,2022-11-14
Burro,Gris,Sabana,Herbívoro,235.12,3.93,50,Animal_854,2020-11-11
Serpiente,Rojo,Desierto,Carnívoro,184.49,5.63,50,Animal_855,2020-07-03
Oveja,Azul,Bosque,Herbívoro,51.21,1.69,23,,2022-02-23
Rinoceronte,Rojo,Sabana,Omnívoro,155.51,4.21,21,Animal_857,2024-11-15
Cabra,Azul,Océano,Carnívoro,331.39,2.57,64,Animal_858,2024-11-15
Hipopótamo,Amarillo,Lago,Herbívoro,333.23,4.2,90,Animal_859,2024-05-26
Jirafa,Verde,Sabana,Herbívoro,247.13,2.57,72,Animal_860,2022-08-22
Perro,Negro,Lago,Omnívoro,230.59,2.57,94,Animal_861,
Elefante,Gris,Bosque,Herbívoro,247.13,2.57,34,Animal_862,2021-11-20
Zorro,Rojo,Río,Herbívoro,105.98,2.41,50,Animal_863,2022-07-30
Oveja,Rojo,Montaña,Herbívoro,247.13,4.55,69,Animal_864,2022-06-13
Cerdo,Verde,Bosque,Herbívoro,448.48,1.88,31,Animal_865,2024-04-12
Caballo,Marrón,Desierto,Herbívoro,106.14,1.51,97,Animal_866,2024-09-09
Oveja,Amarillo,Montaña,Omnívoro,114.54,2.57,50,Animal_867,2021-12-20
Canguro,Negro,Océano,Omnívoro,140.29,2.33,69,Animal_868,2023-01-03
Cabra,Amarillo,Selva,Herbívoro,247.13,1.79,87,Animal_869,2022-09-04
Tiburón,Negro,Lago,Omnívoro,319.99,2.57,50,Animal_870,2024-05-11
Perro,Amarillo,Lago,Omnívoro,38.5,3.82,72,,2023-04-25
Cebra,Blanco,Lago,Carnívoro,247.13,4.28,13,Animal_872,2024-03-04
Tortuga,Azul,Bosque,Herbívoro,324.13,4.87,65,Animal_873,2022-02-05
Cebra,Negro,Lago,Omnívoro,247.13,1.41,6,,2021-09-21
Burro,Amarillo,Río,Omnívoro,354.27,2.57,71,,2022-11-10
Lobo,Rojo,Lago,Herbívoro,279.15,2.03,50,Animal_876,2024-08-18
Zorro,Blanco,Océano,Herbívoro,325.76,2.43,50,Animal_878,2023-07-13
Cabra,Blanco,Lago,Carnívoro,59.02,4.97,50,,2022-08-24
Panda,Marrón,Lago,Herbívoro,268.67,2.57,87,Animal_880,2024-02-02
Tortuga,Amarillo,Montaña,Herbívoro,219.14,4.77,49,Animal_881,2022-12-11
Koala,Rojo,Océano,Herbívoro,135.37,4.19,88,Animal_882,2023-10-24
Delfín,Gris,Lago,Herbívoro,302.4,4.52,79,Animal_883,2021-02-27
Tortuga,Marrón,Bosque,Carnívoro,435.8,4.09,50,,2020-09-21
Oso,Amarillo,Sabana,Carnívoro,499.45,2.35,67,,
Oveja,Marrón,Río,Omnívoro,304.27,1.33,44,,2023-06-04
León,Marrón,Bosque,Herbívoro,202.95,2.57,17,Animal_887,2022-02-23
Tigre,Negro,Selva,Carnívoro,113.38,0.2,95,Animal_888,2024-05-31
Elefante,Amarillo,Bosque,Carnívoro,247.13,2.67,38,,2020-11-11
Águila,Gris,Montaña,Carnívoro,240.71,2.57,10,Animal_890,2024-05-27
Serpiente,Azul,Montaña,Herbívoro,184.27,2.34,54,Animal_891,2024-06-13
Caballo,Negro,Lago,Omnívoro,455.7,4.87,50,Animal_892,2021-01-12
Pingüino,Marrón,Bosque,Carnívoro,186.05,4.57,6,Animal_893,
Panda,Azul,Montaña,Herbívoro,185.71,0.89,50,Animal_894,2022-02-17
Hipopótamo,Verde,Sabana,Carnívoro,191.05,2.57,52,,2021-02-26
Canguro,Azul,Océano,Carnívoro,418.47,2.18,15,Animal_896,2022-12-11
Conejo,Marrón,Bosque,Omnívoro,325.74,1.87,67,,2021-04-23
Panda,Marrón,Río,Carnívoro,307.47,4.36,57,,2021-12-19
Perro,Rojo,Sabana,Carnívoro,167.02,2.67,56,Animal_899,
Tortuga,Amarillo,Lago,Herbívoro,410.03,2.57,7,,2022-03-25
Delfín,Amarillo,Océano,Herbívoro,20.14,4.28,51,Animal_901,2023-03-03
Delfín,Verde,Río,Omnívoro,435.53,4.05,50,Animal_902,2020-08-23
Elefante,Gris,Lago,Herbívoro,256.86,2.57,63,Animal_903,2024-12-11
Koala,Verde,Río,Herbívoro,199.5,3.6,25,Animal_904,2020-07-02
Ballena,Blanco,Lago,Omnívoro,249.09,2.4,50,Animal_905,
Caballo,Marrón,Río,Carnívoro,332.72,1.54,32,,2022-07-30
Oso,Azul,Océano,Omnívoro,8.69,2.57,66,Animal_907,2022-09-19
Lobo,Verde,Sabana,Herbívoro,435.9,2.57,92,Animal_908,2022-04-03
Cocodrilo,Marrón,Río,Omnívoro,247.13,1.84,50,,2020-03-01
Koala,Marrón,Río,Carnívoro,172.14,2.57,50,Animal_910,2023-07-29
Rinoceronte,Negro,Desierto,Omnívoro,69.98,3.5,94,,2022-10-07
Cebra,Verde,Bosque,Herbívoro,220.29,2.57,75,Animal_912,
Lobo,Verde,Océano,Herbívoro,248.67,1.3,12,Animal_913,2024-11-23
Tiburón,Verde,Lago,Omnívoro,202.42,0.34,24,Animal_914,2024-05-29
Oveja,Negro,Océano,Carnívoro,339.65,2.57,57,Animal_915,2023-05-03
Tortuga,Marrón,Montaña,Omnívoro,247.13,0.15,29,Animal_916,2023-01-22
Rinoceronte,Negro,Lago,Carnívoro,247.13,4.69,55,Animal_917,2022-01-06
Burro,Amarillo,Océano,Carnívoro,300.04,3.18,54,Animal_918,
Oveja,Amarillo,Sabana,Omnívoro,403.93,1.68,5,Animal_919,2022-01-01
Tigre,Negro,Lago,Carnívoro,55.68,1.31,35,Animal_920,2023-06-19
Rinoceronte,Rojo,Océano,Omnívoro,169.09,1.25,55,Animal_922,2020-02-07
Burro,Marrón,Lago,Carnívoro,247.13,0.77,50,Animal_923,
Oveja,Negro,Desierto,Herbívoro,430.7,3.1,69,,
Pingüino,Negro,Bosque,Omnívoro,40.09,2.57,44,Animal_925,2022-12-24
Oveja,Negro,Lago,Herbívoro,37.21,2.69,78,Animal_926,2022-07-01
Oveja,Rojo,Bosque,Herbívoro,424.74,2.99,38,Animal_927,2021-03-30
León,Rojo,Océano,Herbívoro,108.16,1.56,50,Animal_928,2024-08-06
Hipopótamo,Blanco,Río,Carnívoro,334.71,2.57,21,Animal_929,2022-02-09
Tigre,Amarillo,Selva,Omnívoro,271.9,2.57,73,,2022-08-11
Vaca,Azul,Selva,Omnívoro,416.61,2.57,40,Animal_931,
Delfín,Verde,Río,Carnívoro,63.42,4.77,26,Animal_932,
Canguro,Gris,Río,Omnívoro,247.13,1.66,5,Animal_933,2020-06-23
Hipopótamo,Rojo,Río,Herbívoro,247.13,4.0,93,Animal_934,
Perro,Azul,Sabana,Omnívoro,473.24,2.57,54,Animal_935,2024-10-22
Tortuga,Rojo,Selva,Carnívoro,247.13,2.57,86,Animal_936,2020-10-08
Serpiente,Verde,Río,Herbívoro,164.14,2.61,49,Animal_937,2022-04-07
Zorro,Gris,Sabana,Carnívoro,303.74,3.59,50,Animal_938,
Oveja,Blanco,Montaña,Herbívoro,247.13,1.44,92,Animal_939,
Koala,Verde,Lago,Herbívoro,418.63,0.7,38,Animal_940,2024-10-09
Cabra,Blanco,Sabana,Omnívoro,247.13,2.52,14,Animal_941,2021-09-27
Zorro,Rojo,Selva,Herbívoro,12.26,1.7,47,Animal_942,2021-09-24
Conejo,Blanco,Océano,Carnívoro,57.32,2.27,14,Animal_943,
Elefante,Azul,Montaña,Omnívoro,306.82,3.27,75,Animal_944,2021-08-01
Cabra,Marrón,Selva,Carnívoro,410.47,2.57,73,Animal_945,
arbeCx,Rojo,Lago,Herbívoro,143.87,3.14,50,Animal_946,2023-08-22
Pingüino,Rojo,Sabana,Carnívoro,120.37,2.77,50,Animal_947,2023-08-25
Águila,Azul,Desierto,Carnívoro,247.13,3.73,44,,2024-04-20
León,Amarillo,Bosque,Herbívoro,247.13,3.56,70,Animal_949,2021-09-08
Panda,Gris,Lago,Omnívoro,185.32,2.72,65,Animal_950,2021-07-11
Caballo,Negro,Selva,Carnívoro,247.13,2.57,25,Animal_951,2020-08-08
Gato,Azul,Río,Herbívoro,247.13,4.38,16,Animal_952,
Cocodrilo,Gris,Sabana,Omnívoro,364.58,2.22,15,Animal_953,2021-09-30
Tiburón,Verde,Río,Omnívoro,247.13,2.12,98,Animal_954,2024-11-07
Cerdo,Gris,Río,Omnívoro,306.73,2.57,50,,2021-08-04
Pingüino,Verde,Río,Carnívoro,293.63,2.95,50,Animal_956,2021-02-24
Vaca,Azul,Río,Carnívoro,274.26,1.47,50,Animal_957,2021-06-23
Zorro,Rojo,Río,Carnívoro,320.6,2.57,50,Animal_958,2022-02-12
León,Rojo,Montaña,Omnívoro,130.47,2.63,81,Animal_959,2024-01-05
Ballena,Amarillo,Selva,Carnívoro,43.24,2.57,50,Animal_960,2023-02-12
Tiburón,Amarillo,Lago,Herbívoro,60.52,3.96,38,Animal_961,2022-11-12
Perro,Verde,Selva,Carnívoro,113.07,6.36,50,Animal_962,
Delfín,Gris,Lago,Carnívoro,250.82,0.37,1,Animal_963,2024-01-16
Perro,Gris,Bosque,Omnívoro,247.13,2.57,71,Animal_964,
Pingüino,Verde,Sabana,Carnívoro,247.13,2.2,90,Animal_965,2021-03-23
Panda,Blanco,Desierto,Herbívoro,247.13,1.72,19,Animal_966,
Canguro,Amarillo,Montaña,Omnívoro,176.14,0.54,52,Animal_967,2020-11-08
Oso,Marrón,Sabana,Herbívoro,247.13,2.86,30,Animal_968,2023-04-03
Tortuga,Rojo,Montaña,Omnívoro,247.13,2.45,56,,2021-11-13
Burro,Negro,Lago,Omnívoro,247.13,0.61,14,Animal_970,2020-06-04
Caballo,Gris,Selva,Carnívoro,31.55,3.1,13,,2023-02-19
Delfín,Negro,Río,Herbívoro,296.3,3.72,84,,2023-09-21
Vaca,Marrón,Bosque,Omnívoro,494.62,3.86,90,Animal_973,2023-05-19
Vaca,Azul,Bosque,Carnívoro,84.25,4.54,27,Animal_974,2020-03-25
Canguro,Verde,Océano,Omnívoro,24.3,2.57,89,,2020-09-04
Zorro,Marrón,Desierto,Omnívoro,389.99,4.77,50,Animal_976,2024-10-15
Perro,Rojo,Bosque,Omnívoro,127.04,4.34,41,Animal_977,
Gato,Verde,Río,Omnívoro,414.99,1.55,48,Animal_978,2024-09-06
Hipopótamo,Blanco,Selva,Omnívoro,352.26,0.88,50,Animal_979,
Elefante,Rojo,Desierto,Omnívoro,472.89,2.57,10,Animal_980,2022-08-05
Perro,Gris,Lago,Carnívoro,205.05,2.46,6,Animal_981,2022-04-01
Tortuga,Marrón,Sabana,Omnívoro,247.13,2.92,34,Animal_982,
Koala,Negro,Lago,Herbívoro,247.13,2.96,52,Animal_983,2022-05-31
Ballena,Gris,Río,Carnívoro,315.66,3.77,50,Animal_984,2023-07-29
Cebra,Blanco,Río,Herbívoro,225.35,2.6,83,Animal_985,2024-10-12
Oveja,Verde,Bosque,Omnívoro,95.13,0.61,50,Animal_986,2024-09-15
Canguro,Azul,Desierto,Herbívoro,254.44,2.57,2,Animal_987,2020-10-07
León,Gris,Selva,Omnívoro,264.76,1.62,50,Animal_988,2023-06-12
León,Amarillo,Lago,Omnívoro,405.49,4.86,17,Animal_989,2023-10-28
Cebra,Marrón,Océano,Carnívoro,368.02,0.68,16,Animal_990,2023-05-10
Elefante,Blanco,Lago,Carnívoro,247.13,2.57,28,Animal_991,2021-03-17
Tortuga,Verde,Montaña,Omnívoro,58.93,2.57,50,Animal_992,2023-04-24
Ballena,Blanco,Montaña,Carnívoro,360.06,2.57,72,,2024-08-12
León,Blanco,Selva,Herbívoro,250.65,0.33,10,Animal_994,2024-12-12
Tortuga,Amarillo,Selva,Carnívoro,447.16,5.18,10,Animal_995,2022-06-15
León,Blanco,Montaña,Carnívoro,460.02,4.27,11,Animal_996,2022-01-12
Cocodrilo,Blanco,Océano,Herbívoro,28.52,2.57,73,,2024-12-04
Cocodrilo,Rojo,Desierto,Carnívoro,410.5,4.65,28,Animal_998,2024-02-11
Águila,Gris,Montaña,Omnívoro,19.81,2.99,24,Animal_999,2021-05-29
Canguro,Verde,Selva,Herbívoro,184.22,3.19,19,Animal_1000,2021-12-29
Tortuga,Rojo,Bosque,Omnívoro,271.61,2.57,50,Animal_1001,2021-07-30
Conejo,Rojo,Sabana,Herbívoro,74.9,2.57,50,Animal_1002,2024-05-16
Conejo,Gris,Río,Omnívoro,247.13,4.54,50,Animal_1004,2020-12-14
Perro,Marrón,Océano,Carnívoro,85.25,2.57,42,Animal_1005,2021-01-24
Águila,Gris,Bosque,Omnívoro,247.13,2.57,12,Animal_1006,
Zorro,Amarillo,Bosque,Carnívoro,357.48,4.52,18,Animal_1007,2024-06-02
Zorro,Amarillo,Río,Herbívoro,458.4,0.72,23,,2024-03-29
Tigre,Rojo,Lago,Omnívoro,353.04,2.57,84,,2024-11-03
Cerdo,Azul,Selva,Omnívoro,336.22,2.57,6,,2021-07-06
Perro,Marrón,Montaña,Herbívoro,196.46,2.57,53,Animal_1011,
Canguro,Azul,Lago,Herbívoro,1.64,2.57,98,,2020-05-04
Rinoceronte,Azul,Desierto,Omnívoro,247.13,2.81,42,Animal_1013,2023-09-10
Gato,Rojo,Océano,Herbívoro,247.13,2.7,50,,2024-11-26
Oveja,Verde,Río,Carnívoro,247.13,1.68,30,Animal_1015,2024-02-13
Rinoceronte,Rojo,Océano,Herbívoro,209.31,0.95,9,,2021-02-17
Jirafa,Negro,Lago,Herbívoro,366.36,4.49,91,Animal_1017,
Burro,Negro,Bosque,Omnívoro,247.13,4.03,42,Animal_1018,2022-06-18
Burro,Gris,Montaña,Carnívoro,38.01,2.57,34,Animal_1019,2022-01-21
Gato,Gris,Océano,Herbívoro,96.82,2.95,50,Animal_1020,2020-10-30
Delfín,Verde,Desierto,Carnívoro,419.48,2.57,88,Animal_1021,2023-09-21
Delfín,Gris,Bosque,Carnívoro,362.73,2.57,17,Animal_1022,2022-10-29
Elefante,Verde,Desierto,Carnívoro,447.49,1.34,50,Animal_1023,2021-05-30
Vaca,Azul,Montaña,Omnívoro,60.9,2.57,50,Animal_1024,2023-07-30
Pingüino,Rojo,Océano,Herbívoro,495.12,3.53,76,Animal_1025,2020-11-27
Lobo,Blanco,Sabana,Omnívoro,105.49,2.78,95,Animal_1026,2020-03-26
Perro,Amarillo,Lago,Herbívoro,7.74,3.09,49,Animal_1027,2024-08-05
Delfín,Blanco,Océano,Herbívoro,498.71,0.78,73,Animal_1028,
Lobo,Blanco,Lago,Omnívoro,247.13,2.81,61,,2021-08-18
León,Negro,Montaña,Carnívoro,334.34,2.57,50,Animal_1030,2020-06-09
Cerdo,Blanco,Océano,Carnívoro,90.28,2.57,46,Animal_1031,2024-09-28
Cerdo,Rojo,Lago,Herbívoro,290.53,3.34,46,Animal_1032,2021-11-11
Vaca,Verde,Río,Omnívoro,452.11,4.57,17,Animal_1033,2022-09-24
Caballo,Marrón,Lago,Carnívoro,247.13,2.08,66,Animal_1034,2024-08-30
Canguro,Gris,Océano,Carnívoro,335.46,1.12,5,Animal_1035,2023-07-10
Koala,Marrón,Selva,Herbívoro,247.13,2.57,54,Animal_1036,2020-12-04
Panda,Azul,Océano,Herbívoro,312.77,2.57,16,Animal_1037,
Ballena,Rojo,Océano,Omnívoro,168.89,3.77,50,Animal_1038,2023-12-07
Panda,Rojo,Lago,Herbívoro,106.39,2.57,89,Animal_1039,2022-04-16
León,Amarillo,Desierto,Carnívoro,247.13,2.34,7,Animal_1040,2023-10-26
Tortuga,Rojo,Sabana,Carnívoro,247.13,3.78,8,Animal_1041,2020-09-20
Conejo,Gris,Desierto,Carnívoro,451.06,0.79,50,,2022-04-13
Gato,Rojo,Lago,Carnívoro,199.2,1.81,87,Animal_1043,2023-08-04
Oso,Blanco,Desierto,Omnívoro,123.39,2.01,96,,2022-05-17
Águila,Amarillo,Bosque,Omnívoro,224.76,0.69,82,Animal_1045,2024-05-20
Jirafa,Gris,Selva,Herbívoro,160.95,4.65,37,Animal_1046,2024-11-06
Cebra,Verde,Desierto,Herbívoro,372.47,4.38,50,,2023-01-25
